POSTID,PRODUCT,PRODBOOMCD,GROUP,NB_IF,RECORDNO,PAID_UP,NO_POL,NO_INS,SALES_CHAN,INTERMED,LEG_ENTITY,ISS_YR,ISS_MTH,SEX_1,AGE_ISS_1,DOB_YR_1,DOB_MTH_1,AGE_ADJ_1,SEX_2,AGE_ISS_2,DOB_YR_2,DOB_MTH_2,AGE_ADJ_2,PERSTPCD,PROFIT_GRP,TARCD,BEN_TERM,SINGLE_PR,PREMPAY_CD,PREM_FREQ,PREM_SUM_V,RC_RATE_PC,BASISCOM_P,SCORECOM_P,BASISCOM_U,SCORECOM_U,RESTEARNTR,CURRENCY,STATU_RES,STATU_ADM,ANN_FREQ,RSK_INIT,RSK_OUTSTA,RID_RES,RID_IBNR,RID_AGERES,UNEARNPREM,PROD_KD
265762060,TRAD,DIL,84,IF,13428,Y,1,2,ASB,118000,A,2002,3,M,59.75,1942,6,0,F,59.08,1943,1,0,N,Z,DIL,9999,132935.00,C,Q,132935.00,1.50,1994.03,,0.00,,0.00,EUR,152107.00,3042.00,M,,,,,,,99
265827240,TRAD,DIL,84,IF,13524,Y,1,2,MVI,830000,A,2003,1,F,54.67,1948,4,0,M,57.08,1945,11,0,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,184645.00,3693.00,Q,,,,,,14226.00,99
265888590,TRAD,DIL,84,IF,13620,Y,1,1,MVI,860957,A,2003,11,M,62.50,1941,4,0,O,,,,,N,Z,DIL,9999,91930.00,C,Q,91930.00,1.50,1378.95,,0.00,,0.00,EUR,92418.00,1848.00,M,,,,,,,99
A00019320,TRAD,DIL,84,IF,13716,Y,1,2,ASB,118000,A,1947,1,M,29.42,1917,7,0,F,26.58,1920,5,,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,0.00,0.00,Q,,,,,,4.00,99
A10210870,TRAD,DIL,84,IF,13812,Y,1,1,ASB,118000,A,1965,12,M,30.00,1935,12,0,O,,,,,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,212.00,2.00,Q,,,,,,40.00,99
A54368080,TRAD,DIL,84,IF,13908,Y,1,1,MVI,830000,A,1960,8,F,27.58,1933,1,0,O,,,,,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,2640.00,26.00,Q,,,,,,132.67,99
B20147700,TRAD,DIL,84,IF,14004,Y,1,1,ASB,118000,A,1957,8,F,36.58,1920,12,0,O,,,,,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,106.00,1.00,Q,,,,,,64.00,99
B21798630,TRAD,DIL,84,IF,14100,Y,1,1,ASB,118000,A,1982,5,F,52.75,1929,7,0,O,,,,,N,Z,DIL,9999,196890.70,C,Q,196890.70,1.50,2953.36,,0.00,,0.00,EUR,623171.00,6232.00,Q,,,,,,62032.00,99
E05759590,TRAD,DIL,84,IF,14196,Y,1,2,ASB,118000,A,1941,1,M,24.17,1916,11,0,F,22.58,1918,6,,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,6.00,0.00,Q,,,,,,41.33,99
E30613490,TRAD,DIL,84,IF,14292,Y,1,2,ASB,118000,A,1963,12,M,37.92,1925,12,0,F,34.83,1929,1,,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,185.00,0.00,Q,,,,,,0.00,99
NO6889550,TRAD,DIL,84,IF,14388,Y,1,1,ASB,118000,A,1968,8,F,48.00,1920,7,0,O,,,,,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,2774.00,28.00,Q,,,,,,1681.33,99
100417560,TRAD,DIL,85,IF,85,Y,1,2,MVI,296871,A,1988,3,M,60.50,1927,8,0,F,60.83,1927,4,0,N,Z,DIL,9999,18722.52,C,Q,18722.52,1.50,280.84,,0.00,,0.00,EUR,6890.00,68.00,Q,,,,,,488.67,99
100691880,TRAD,DIL,85,IF,181,Y,1,1,MVI,761072,A,1989,9,M,59.50,1930,3,0,O,,,,,N,Z,DIL,9999,30962.33,C,Q,30962.33,1.50,464.43,,0.00,,0.00,EUR,11138.00,111.00,Q,,,,,,0.00,99
100872070,TRAD,DIL,85,IF,277,Y,1,1,MVI,860957,A,1990,8,F,61.33,1929,3,0,O,,,,,N,Z,DIL,9999,80954.84,C,Q,80954.84,1.50,1214.32,,0.00,,0.00,EUR,38920.00,389.00,Q,,,,,,4834.00,99
101136040,TRAD,DIL,85,IF,373,Y,1,1,MVI,727602,A,1991,5,F,54.67,1936,8,0,O,,,,,N,Z,DIL,9999,222380.44,C,Q,222380.44,1.50,3335.71,,0.00,,0.00,EUR,148333.00,1483.00,Q,,,,,,12474.00,99
101436500,TRAD,DIL,85,IF,469,Y,1,1,MVI,794420,A,1992,2,M,54.33,1937,9,0,O,,,,,N,Z,DIL,9999,106965.98,C,Q,106965.98,1.50,1604.49,,0.00,,0.00,EUR,58200.00,582.00,Q,,,,,,6637.33,99
101626490,TRAD,DIL,85,IF,565,Y,1,2,MVI,185876,A,1992,12,M,55.17,1937,10,0,F,53.42,1939,6,0,N,Z,DIL,9999,106618.39,C,Y,106618.39,1.50,1599.28,,0.00,,0.00,EUR,81793.00,818.00,Y,,,,,,4035.00,99
101943020,TRAD,DIL,85,IF,661,Y,1,1,ASB,118000,A,1993,12,F,61.92,1932,1,0,O,,,,,N,Z,DIL,9999,5777.08,C,Q,5777.08,1.50,86.66,,0.00,,0.00,EUR,2680.00,27.00,Q,,,,,,0.00,99
102474550,TRAD,DIL,85,IF,757,Y,1,1,MVI,164616,A,1995,6,F,64.17,1931,3,0,O,,,,,N,Z,DIL,9999,156309.59,C,Q,156309.59,1.50,2344.64,,0.00,,0.00,EUR,88438.00,884.00,Q,,,,,,4904.33,99
104472680,TRAD,DIL,85,IF,853,Y,1,1,MVI,146506,A,1997,7,F,65.08,1932,5,0,O,,,,,N,Z,DIL,9999,44116.51,C,Q,44116.51,1.50,661.75,,0.00,,0.00,EUR,23856.00,239.00,Q,,,,,,3725.00,99
104774280,TRAD,DIL,85,IF,949,Y,1,2,MVI,626515,A,1997,12,M,61.08,1936,11,0,F,46.92,1950,12,0,N,Z,DIL,9999,32243.36,C,Q,32243.36,1.50,483.65,,0.00,,0.00,EUR,28116.00,282.00,Q,,,,,,674.33,99
105263080,TRAD,DIL,85,IF,1045,Y,1,2,MVI,761072,A,1998,12,M,65.83,1933,2,0,F,61.92,1937,1,0,N,Z,DIL,9999,53366.82,C,M,53366.82,1.50,800.50,,0.00,,0.00,EUR,30734.00,307.00,M,,,,,,,99
105757650,TRAD,DIL,85,IF,1141,Y,1,2,MVI,626515,A,1999,8,M,41.00,1958,7,0,F,39.42,1960,3,0,N,Z,DIL,288,177637.26,C,Q,177637.26,1.50,2664.56,,0.00,,0.00,EUR,20577.00,205.00,Q,,,,,,8912.67,99
105992340,TRAD,DIL,85,IF,1237,Y,1,1,MVI,621672,A,2000,4,F,44.83,1955,5,0,O,,,,,N,Z,DIL,9999,68420.53,C,Q,68420.53,1.50,1026.31,,0.00,,0.00,EUR,71249.00,712.00,Q,,,,,,4282.00,99
106246690,TRAD,DIL,85,IF,1333,Y,1,1,MVI,740092,A,2001,1,F,65.83,1935,3,0,O,,,,,N,Z,DIL,9999,5413.60,C,Q,5413.60,1.50,81.20,,0.00,,0.00,EUR,3145.00,31.00,M,,,,,,,99
106385770,TRAD,DIL,85,IF,1429,Y,1,2,MVI,730002,A,2001,7,M,66.08,1935,6,0,F,64.67,1936,10,0,N,Z,DIL,9999,109909.20,C,Q,109909.20,1.50,1648.64,,0.00,,0.00,EUR,79351.00,794.00,Q,,,,,,5496.67,99
106469790,TRAD,DIL,85,IF,1525,Y,1,2,MVI,860957,A,2002,4,M,60.33,1941,12,0,F,59.92,1942,5,0,N,Z,DIL,9999,146613.00,C,Q,146613.00,1.50,2199.20,,0.00,,0.00,EUR,117993.00,1180.00,M,,,,,,,99
106529620,TRAD,DIL,85,IF,1621,Y,1,1,MVI,128843,A,2002,12,F,52.75,1950,2,0,O,,,,,N,Z,DIL,9999,318935.00,C,M,318935.00,1.50,4784.03,,0.00,,0.00,EUR,214716.00,2147.00,M,,,,,,,99
106600650,TRAD,DIL,85,IF,1717,Y,1,1,ASB,118000,A,2003,7,F,7.33,1996,2,0,O,,,,,N,Z,DIL,9999,10385.51,C,Q,10385.51,1.50,155.78,,0.00,,0.00,EUR,11725.00,117.00,Q,,,,,,417.00,99
106646260,TRAD,DIL,85,IF,1813,Y,1,1,MVI,143453,A,2004,9,M,60.33,1944,4,0,O,,,,,N,Z,DIL,9999,1042.16,C,Q,1042.16,1.50,15.63,,0.00,,0.00,EUR,634.00,6.00,Q,,,,,,24.33,99
106688060,TRAD,DIL,85,IF,1909,Y,1,1,MVI,164186,A,2004,12,F,30.33,1974,8,0,O,,,,,N,Z,DIL,416,4216.00,C,Q,4216.00,1.50,63.24,,0.00,,0.00,EUR,2438.00,24.00,Y,,,,,,90.00,99
106728970,TRAD,DIL,85,IF,2005,Y,1,2,ASB,118000,A,2005,7,M,67.08,1938,5,0,F,65.33,1940,2,0,N,Z,DIL,9999,6134.00,C,Q,6134.00,1.50,92.01,,0.00,,0.00,EUR,3546.00,35.00,Q,,,,,,365.00,99
106755400,TRAD,DIL,85,IF,2101,Y,1,1,MVI,169862,A,2005,12,M,67.42,1938,6,0,O,,,,,N,Z,DIL,9999,11491.00,C,Q,11491.00,1.50,172.37,,0.00,,0.00,EUR,6094.00,61.00,Q,,,,,,318.33,99
106787550,TRAD,DIL,85,IF,2197,Y,1,1,MVI,206375,A,2004,11,M,46.92,1957,11,0,O,,,,,N,Z,DIL,9999,2268.90,C,Q,2268.90,1.50,34.03,,0.00,,0.00,EUR,1456.00,15.00,Q,,,,,,66.00,99
106815440,TRAD,DIL,85,IF,2293,Y,1,1,MVI,772244,A,2006,4,F,43.92,1962,5,0,O,,,,,N,Z,DIL,9999,460815.00,C,Q,460815.00,1.50,6912.23,,0.00,,0.00,EUR,429776.00,4298.00,M,,,,,,,99
106842670,TRAD,DIL,85,IF,2389,Y,1,1,MVI,863811,A,2006,1,F,53.75,1952,3,0,O,,,,,N,Z,DIL,9999,9282.61,C,Q,9282.61,1.50,139.24,,0.00,,0.00,EUR,7340.00,73.00,M,,,,,,,99
106870090,TRAD,DIL,85,IF,2485,Y,1,1,ASB,118000,A,2006,12,M,55.33,1951,7,0,O,,,,,N,Z,DIL,9999,6643.00,C,Q,6643.00,1.50,99.65,,0.00,,0.00,EUR,4724.00,47.00,H,,,,,,66.33,99
106907720,TRAD,DIL,85,IF,2581,Y,1,2,ASB,118000,A,2007,4,F,61.17,1946,1,0,M,65.75,1941,6,,N,Z,DIL,236,120000.00,C,Q,120000.00,1.50,1800.00,,0.00,,0.00,EUR,59292.00,1816.00,M,,,,,,,99
106933910,TRAD,DIL,85,IF,2677,Y,1,1,MVI,631267,A,2007,7,F,53.67,1953,10,0,O,,,,,N,Z,DIL,9999,94176.00,C,Q,94176.00,1.50,1412.64,,0.00,,0.00,EUR,95830.00,958.00,M,,,,,,,99
106951300,TRAD,DIL,85,IF,2773,Y,1,2,MVI,761072,A,2007,6,F,52.42,1955,1,0,M,55.33,1952,2,0,N,Z,DIL,9999,100000.00,C,Q,100000.00,1.50,1500.00,,0.00,,0.00,EUR,101322.00,1013.00,Q,,,,,,5759.00,99
106965730,TRAD,DIL,85,IF,2869,Y,1,1,MVI,172908,A,2007,10,F,46.00,1961,9,0,O,,,,,N,Z,DIL,9999,178771.23,C,Q,178771.23,1.50,2681.57,,0.00,,0.00,EUR,186409.00,1864.00,Q,,,,,,9729.00,99
106981490,TRAD,DIL,85,IF,2965,Y,1,2,ASB,118000,A,2007,11,M,48.58,1959,3,0,F,46.00,1961,10,0,N,Z,DIL,198,59837.00,C,Q,59837.00,1.50,897.56,,0.00,,0.00,EUR,11543.00,115.00,Q,,,,,,3414.00,99
106998300,TRAD,DIL,85,IF,3061,Y,1,1,MVI,174656,A,2007,12,F,58.25,1949,9,0,O,,,,,N,Z,DIL,9999,143012.00,C,Q,143012.00,1.50,2145.18,,0.00,,0.00,EUR,130920.00,1309.00,Q,,,,,,0.00,99
107023060,TRAD,DIL,85,IF,3157,Y,1,2,MVI,179051,A,2007,12,M,65.33,1942,7,0,F,65.75,1942,2,0,N,Z,DIL,9999,79272.00,C,Q,79272.00,1.50,1189.08,,0.00,,0.00,EUR,65510.00,655.00,Q,,,,,,1955.67,99
107047040,TRAD,DIL,85,IF,3253,Y,1,1,MVI,395806,A,2008,1,F,26.83,1981,3,0,O,,,,,N,Z,DIL,264,4874.15,C,Q,4874.15,1.50,73.11,,0.00,,0.00,EUR,2047.00,20.00,Q,,,,,,288.00,99
107063950,TRAD,DIL,85,IF,3349,Y,1,1,ASB,118000,A,2008,3,F,64.92,1943,4,0,O,,,,,N,Z,DIL,9999,5017.00,C,Q,5017.00,1.50,75.26,,0.00,,0.00,EUR,3799.00,38.00,M,,,,,,,99
107078680,TRAD,DIL,85,IF,3445,Y,1,1,MVI,216978,A,2008,4,F,65.25,1943,1,0,O,,,,,N,Z,DIL,180,53534.00,C,Q,53534.00,1.50,803.01,,0.00,,0.00,EUR,6420.00,64.00,M,,,,,,,99
107093690,TRAD,DIL,85,IF,3541,Y,1,1,MVI,186312,A,2008,6,F,65.08,1943,5,0,O,,,,,N,Z,DIL,9999,43388.00,C,Q,43388.00,1.50,650.82,,0.00,,0.00,EUR,37719.00,377.00,Q,,,,,,1108.33,99
107117430,TRAD,DIL,85,IF,3637,Y,1,2,MVI,131193,A,2008,5,M,66.92,1941,5,0,F,64.83,1943,6,0,N,Z,DIL,172,32206.00,C,Q,32206.00,1.50,483.09,,0.00,,0.00,EUR,2016.00,21.00,Q,,,,,,2044.00,99
107141830,TRAD,DIL,85,IF,3733,Y,1,1,MVI,350124,A,2008,8,M,43.58,1964,12,0,O,,,,,N,Z,DIL,9999,7613.00,C,Q,7613.00,1.50,114.20,,0.00,,0.00,EUR,5717.00,57.00,Q,,,,,,107.67,99
107162360,TRAD,DIL,85,IF,3829,Y,1,2,MVI,860957,A,2009,1,M,65.67,1943,4,0,F,61.17,1947,10,0,N,Z,DIL,180,22235.00,C,Q,22235.00,1.50,333.53,,0.00,,0.00,EUR,3753.00,37.00,M,,,,,,,99
107184480,TRAD,DIL,85,IF,3925,Y,1,1,MVI,635169,A,2009,2,F,69.42,1939,9,0,O,,,,,N,Z,DIL,9999,58107.00,C,Q,58107.00,1.50,871.61,,0.00,,0.00,EUR,45211.00,452.00,M,,,,,,,99
107209980,TRAD,DIL,85,IF,4021,Y,1,1,MVI,851600,A,2009,3,F,60.75,1948,6,0,O,,,,,N,Z,DIL,171,39634.00,C,Q,39634.00,1.50,594.51,,0.00,,0.00,EUR,7837.00,157.00,M,,,,,,,99
107229470,TRAD,DIL,85,IF,4117,Y,1,2,ASB,118000,A,2009,6,M,60.75,1948,8,0,F,60.42,1948,12,0,N,Z,DIL,9999,17271.11,C,Q,17271.11,1.50,259.07,,0.00,,0.00,EUR,19800.00,396.00,M,,,,,,,99
107247290,TRAD,DIL,85,IF,4213,Y,1,2,MVI,860957,A,2009,9,M,71.33,1938,5,0,F,69.33,1940,4,0,N,Z,DIL,9999,57054.00,C,Q,57054.00,1.50,855.81,,0.00,,0.00,EUR,46665.00,467.00,Q,,,,,,1386.00,99
107262960,TRAD,DIL,85,IF,4309,Y,1,1,MVI,133314,A,2009,11,F,60.00,1949,10,0,O,,,,,N,Z,DIL,180,50687.00,C,Q,50687.00,1.50,760.31,,0.00,,0.00,EUR,12158.00,122.00,M,,,,,,,99
107283520,TRAD,DIL,85,IF,4405,Y,1,1,MVI,239798,A,2009,12,F,65.67,1944,3,0,O,,,,,N,Z,DIL,9999,10583.00,C,Q,10583.00,1.50,158.75,,0.00,,0.00,EUR,9035.00,90.00,Q,,,,,,257.00,99
107305270,TRAD,DIL,85,IF,4501,Y,1,2,MVI,795260,A,2010,1,F,57.42,1952,8,0,M,58.75,1951,4,0,N,Z,DIL,151,172880.00,C,Q,172880.00,1.50,2593.20,,0.00,,0.00,EUR,9867.00,98.00,M,,,,,,,99
107328270,TRAD,DIL,85,IF,4597,Y,1,1,MVI,761072,A,2010,2,F,65.00,1945,2,0,O,,,,,N,Z,DIL,9999,55597.45,C,Q,55597.45,1.50,833.96,,0.00,,0.00,EUR,50097.00,501.00,Q,,,,,,1376.33,99
107367050,TRAD,DIL,85,IF,4693,Y,1,1,MVI,851600,A,2010,4,M,65.00,1945,4,0,O,,,,,N,Z,DIL,9999,26556.00,C,Q,26556.00,1.50,398.34,,0.00,,0.00,EUR,18721.00,187.00,M,,,,,,,99
107383740,TRAD,DIL,85,IF,4789,Y,1,2,MVI,649731,A,2010,6,M,59.92,1950,6,0,F,58.33,1952,1,0,N,Z,DIL,9999,252403.00,C,Q,252403.00,1.50,3786.05,,0.00,,0.00,EUR,224196.00,2242.00,M,,,,,,,99
107403100,TRAD,DIL,85,IF,4885,Y,1,1,MVI,170589,A,2010,8,F,73.08,1937,7,0,O,,,,,N,Z,DIL,9999,59468.00,C,Q,59468.00,1.50,892.02,,0.00,,0.00,EUR,47873.00,479.00,Q,,,,,,3632.00,99
107425020,TRAD,DIL,85,IF,4981,Y,1,1,MVI,425124,A,2009,8,M,38.42,1971,3,0,O,,,,,N,Z,DIL,9999,4172.00,C,Q,4172.00,1.50,62.58,,0.00,,0.00,EUR,2973.00,30.00,Q,,,,,,49.33,99
107446600,TRAD,DIL,85,IF,5077,Y,1,1,ASB,118000,A,2010,7,F,31.58,1978,12,0,O,,,,,N,Z,DIL,9999,6178.89,C,Q,6178.89,1.50,92.68,,0.00,,0.00,EUR,4850.00,49.00,Q,,,,,,131.33,99
107466840,TRAD,DIL,85,IF,5173,Y,1,1,MVI,920025,A,2011,5,F,67.50,1943,11,0,O,,,,,N,Z,DIL,216,237812.00,C,Q,237812.00,1.50,3567.18,,0.00,,0.00,EUR,124560.00,1246.00,M,,,,,,,99
107480770,TRAD,DIL,85,IF,5269,Y,1,1,MVI,794263,A,2011,5,M,43.00,1968,4,0,O,,,,,N,Z,DIL,264,15797.79,C,Q,15797.79,1.50,236.97,,0.00,,0.00,EUR,10217.00,102.00,Y,,,,,,181.17,99
107491360,TRAD,DIL,85,IF,5365,Y,1,2,ASB,118000,A,2011,6,F,43.75,1967,8,0,M,47.42,1963,12,0,N,Z,DIL,254,6114.20,C,Q,6114.20,1.50,91.71,,0.00,,0.00,EUR,3552.00,35.00,Y,,,,,,32.58,99
107501790,TRAD,DIL,85,IF,5461,Y,1,2,ASB,118000,A,2011,6,M,54.92,1956,7,0,F,53.25,1958,3,0,N,Z,DIL,9999,14977.23,C,Q,14977.23,1.50,224.66,,0.00,,0.00,EUR,13439.00,135.00,M,,,,,,,99
107513500,TRAD,DIL,85,IF,5557,Y,1,2,MVI,857763,A,2011,8,M,60.25,1951,5,0,F,61.00,1950,8,0,N,Z,DIL,132,30248.05,C,Q,30248.05,1.50,453.72,,0.00,,0.00,EUR,1856.00,18.00,Y,,,,,,2689.17,99
107527430,TRAD,DIL,85,IF,5653,Y,1,2,MVI,649202,A,2011,12,M,65.17,1946,10,0,F,62.92,1949,1,0,N,Z,DIL,180,108436.00,C,Q,108436.00,1.50,1626.54,,0.00,,0.00,EUR,40369.00,404.00,Q,,,,,,0.00,99
107542390,TRAD,DIL,85,IF,5749,Y,1,1,ASB,118000,A,2010,8,F,31.67,1978,11,0,O,,,,,N,Z,DIL,9999,5065.22,C,Q,5065.22,1.50,75.98,,0.00,,0.00,EUR,4923.00,49.00,Y,,,,,,183.33,99
107566380,TRAD,DIL,85,IF,5845,Y,1,2,MVI,747436,A,2012,3,M,65.83,1946,4,0,F,69.50,1942,8,0,N,Z,DIL,240,65526.65,C,Q,65526.65,1.50,982.90,,0.00,,0.00,EUR,36522.00,365.00,M,,,,,,,99
107585900,TRAD,DIL,85,IF,5941,Y,1,2,MVI,165589,A,2012,6,F,52.42,1960,1,0,M,56.17,1956,4,0,N,Z,DIL,151,33262.30,C,Q,33262.30,1.50,498.93,,0.00,,0.00,EUR,8414.00,85.00,Q,,,,,,0.00,99
107596400,TRAD,DIL,85,IF,6037,Y,1,2,MVI,142679,A,2012,9,M,65.00,1947,8,0,F,61.08,1951,7,0,N,Z,DIL,120,55425.00,C,Q,55425.00,1.50,831.38,,0.00,,0.00,EUR,3922.00,39.00,Q,,,,,,1998.33,99
107606280,TRAD,DIL,85,IF,6133,Y,1,1,MVI,146506,A,2013,1,F,68.83,1944,2,0,O,,,,,N,Z,DIL,120,294453.00,C,Q,294453.00,1.50,4416.80,,0.00,,0.00,EUR,32425.00,324.00,M,,,,,,,99
107618670,TRAD,DIL,85,IF,6229,Y,1,1,MVI,640615,A,2012,10,F,42.50,1970,3,0,O,,,,,N,Z,DIL,271,11425.00,C,Q,11425.00,1.50,171.38,,0.00,,0.00,EUR,6378.00,64.00,M,,,,,,,99
107631440,TRAD,DIL,85,IF,6325,Y,1,1,MVI,747618,A,2013,1,F,50.00,1963,1,0,O,,,,,N,Z,DIL,180,27161.00,C,Q,27161.00,1.50,407.42,,0.00,,0.00,EUR,11256.00,113.00,M,,,,,,,99
107642050,TRAD,DIL,85,IF,6421,Y,1,2,MVI,670414,A,2013,6,M,70.00,1943,5,0,F,69.50,1943,12,0,N,Z,DIL,120,78802.06,C,Q,78802.06,1.50,1182.03,,0.00,,0.00,EUR,11815.00,118.00,M,,,,,,,99
107650810,TRAD,DIL,85,IF,6517,Y,1,1,MVI,170589,A,2013,8,F,45.50,1968,1,0,O,,,,,N,Z,DIL,120,157618.00,C,Q,157618.00,1.50,2364.27,,0.00,,0.00,EUR,26078.00,261.00,M,,,,,,,99
107660640,TRAD,DIL,85,IF,6613,Y,1,1,MVI,628420,A,2013,9,M,65.00,1948,9,0,O,,,,,N,Z,DIL,120,100000.00,C,Q,100000.00,1.50,1500.00,,0.00,,0.00,EUR,17737.00,177.00,M,,,,,,,99
107672830,TRAD,DIL,85,IF,6709,Y,1,2,MVI,143453,A,2013,12,M,52.67,1961,4,0,F,44.08,1969,11,0,N,Z,DIL,120,28244.90,C,Q,28244.90,1.50,423.67,,0.00,,0.00,EUR,5610.00,56.00,Y,,,,,,1509.50,99
107685460,TRAD,DIL,85,IF,6805,Y,1,1,ASB,118000,A,2014,1,M,65.00,1949,1,0,O,,,,,N,Z,DIL,120,16151.00,C,Q,16151.00,1.50,242.27,,0.00,,0.00,EUR,3291.00,33.00,M,,,,,,,99
107697710,TRAD,DIL,85,IF,6901,Y,1,2,MVI,625590,A,2014,3,M,62.00,1952,2,0,F,60.08,1954,1,,N,Z,DIL,104,13390.00,C,Q,13390.00,1.50,200.85,,0.00,,0.00,EUR,2226.00,89.00,M,,,,,,,99
107708740,TRAD,DIL,85,IF,6997,Y,1,2,MVI,747360,A,2014,5,M,60.33,1953,12,0,F,54.08,1960,3,,N,Z,DIL,111,15816.00,C,Q,15816.00,1.50,237.24,,0.00,,0.00,EUR,5172.00,204.00,M,,,,,,,99
107720280,TRAD,DIL,85,IF,7093,Y,1,1,MVI,461103,A,2014,9,F,54.92,1959,9,0,O,,,,,N,Z,DIL,180,49082.67,C,Q,49082.67,1.50,736.24,,0.00,,0.00,EUR,41392.00,1363.00,M,,,,,,,99
107732150,TRAD,DIL,85,IF,7189,Y,1,2,ASB,118000,A,2014,12,F,54.58,1960,5,0,M,55.75,1959,2,0,N,Z,DIL,240,97569.23,C,Q,97569.23,1.50,1463.54,,0.00,,0.00,EUR,59143.00,592.00,M,,,,,,,99
107743580,TRAD,DIL,85,IF,7285,Y,1,2,MVI,728626,A,2015,1,F,55.42,1959,8,0,M,58.25,1956,10,0,N,Z,DIL,108,110469.89,C,Q,110469.89,1.50,1657.05,,0.00,,0.00,EUR,24240.00,242.00,M,,,,,,,99
107754480,TRAD,DIL,85,IF,7381,Y,1,2,MVI,621672,A,2015,4,M,65.25,1950,1,0,F,64.75,1950,7,0,N,Z,DIL,120,246813.79,C,Q,246813.79,1.50,3702.21,,0.00,,0.00,EUR,77778.00,778.00,M,,,,,,,99
107762720,TRAD,DIL,85,IF,7477,Y,1,1,ASB,863340,A,2015,3,M,57.08,1958,2,0,O,,,,,N,Z,DIL,120,73540.00,C,Q,73540.00,1.50,1103.10,,0.00,,0.00,EUR,22653.00,227.00,M,,,,,,,99
107769900,TRAD,DIL,85,IF,7573,Y,1,2,MVI,854133,A,2015,11,M,60.17,1955,9,0,F,61.67,1954,3,0,N,Z,DIL,84,74686.00,C,Q,74686.00,1.50,1120.29,,0.00,,0.00,EUR,8795.00,88.00,M,,,,,,,99
107777890,TRAD,DIL,85,IF,7669,Y,1,2,MVI,851477,A,2015,11,M,61.08,1954,9,0,F,59.25,1956,7,0,N,Z,DIL,96,133950.80,C,Q,133950.80,1.50,2009.26,,0.00,,0.00,EUR,30067.00,301.00,M,,,,,,,99
107785860,TRAD,DIL,85,IF,7765,Y,1,2,ASB,863340,A,2016,1,F,47.42,1968,7,0,M,62.25,1953,9,0,N,Z,DIL,232,14559.00,C,Q,14559.00,1.50,218.39,,0.00,,0.00,EUR,8481.00,85.00,M,,,,,,,99
107793900,TRAD,DIL,85,IF,7861,Y,1,2,MVI,148155,A,2015,12,M,65.00,1950,11,0,F,52.92,1962,12,0,N,Z,DIL,168,96913.00,C,Q,96913.00,1.50,1453.70,,0.00,,0.00,EUR,50134.00,501.00,Q,,,,,,2430.33,99
107800350,TRAD,DIL,85,IF,7957,Y,1,2,ASB,913954,A,2016,6,M,69.33,1947,1,0,F,67.50,1948,11,0,N,Z,DIL,120,100000.00,C,Q,100000.00,1.50,1500.00,,0.00,,0.00,EUR,42045.00,421.00,H,,,,,,1691.50,99
107807790,TRAD,DIL,85,IF,8053,Y,1,2,MVI,255349,A,2016,5,M,52.33,1964,1,0,F,53.25,1963,1,,N,Z,DIL,75,48162.83,C,Q,48162.83,1.50,722.44,,0.00,,0.00,EUR,4622.00,185.00,M,,,,,,,99
107815660,TRAD,DIL,85,IF,8149,Y,1,1,MVI,199224,A,2016,7,F,56.75,1959,9,0,O,,,,,N,Z,DIL,122,10238.00,C,Q,10238.00,1.50,153.57,,0.00,,0.00,EUR,4163.00,42.00,M,,,,,,,99
107821490,TRAD,DIL,85,IF,8245,Y,1,1,MVI,626515,A,2016,10,M,60.33,1956,6,0,O,,,,,N,Z,DIL,83,12871.27,C,Q,12871.27,1.50,193.07,,0.00,,0.00,EUR,2904.00,29.00,M,,,,,,,99
107827130,TRAD,DIL,85,IF,8341,Y,1,1,MVI,856823,A,2016,10,F,46.92,1969,10,0,O,,,,,N,Z,DIL,72,17519.00,C,Q,17519.00,1.50,262.79,,0.00,,0.00,EUR,2093.00,21.00,Q,,,,,,1888.67,99
107834300,TRAD,DIL,85,IF,8437,Y,1,2,MVI,578120,A,2017,2,M,59.00,1958,2,0,F,58.92,1958,3,0,N,Z,DIL,97,16646.00,C,Q,16646.00,1.50,249.69,,0.00,,0.00,EUR,5984.00,60.00,M,,,,,,,99
107840660,TRAD,DIL,85,IF,8533,Y,1,2,MVI,621672,A,2017,3,F,65.25,1951,11,0,M,63.42,1953,9,0,N,Z,DIL,72,14566.31,C,Q,14566.31,1.50,218.49,,0.00,,0.00,EUR,2673.00,28.00,M,,,,,,,99
107846920,TRAD,DIL,85,IF,8629,Y,1,2,MVI,795260,A,2017,5,M,61.17,1956,3,0,F,56.33,1961,1,0,N,Z,DIL,72,159905.00,C,Q,159905.00,1.50,2398.58,,0.00,,0.00,EUR,34702.00,347.00,M,,,,,,,99
